"gene_symbol","T41231_008","T41231_012","T41231_013","T22568_001","T22568_002","T6445_001","T6445_002","T6445_003","T6445_004","T226_002","T226_003","T226_004","T14908_002","T14908_006","T2158_013","T15959_002","T15959_003","T15959_004","T15959_005"
"GDF6",28,45,51,31,13,41,30,42,36,27,23,41,47,29,26,8,10,13,23
"CRP",31,52,52,30,14,33,32,50,39,26,23,43,42,29,31,9,8,12,20
"NEFL",36,66,53,40,19,44,36,57,41,25,20,49,47,32,33,8,7,7,25
"IFIH1",41,62,66,36,14,51,36,56,64,32,23,46,52,51,34,16,15,20,26
"CTSG",26,47,45,28,13,37,25,40,29,26,21,43,38,25,25,6,8,11,22
"CCR7",28,44,40,26,12,34,31,43,36,25,19,38,42,24,27,9,7,16,17
"FZD10",25,44,45,24,11,31,26,32,35,22,17,45,38,24,29,7,7,7,18
"BRCA1",28,55,60,31,13,40,29,42,34,30,25,39,36,31,35,9,8,11,29
"THBS1",89,159,117,103,28,69,57,81,74,78,44,78,537,417,334,318,173,342,137
"FPR1",29,49,55,27,17,43,28,47,33,30,22,42,53,29,42,12,12,27,22
"MCM5",48,75,89,52,16,46,45,63,51,46,42,57,58,47,42,16,15,26,32
"XRCC4",44,85,60,41,17,35,27,41,40,29,26,42,40,33,31,9,7,11,21
"FANCL",45,69,73,40,17,39,33,52,49,39,29,55,52,38,35,13,11,20,26
"KBTBD8",25,40,42,24,11,27,19,34,28,27,17,38,28,19,21,7,6,8,18
"ANKRD28",43,62,74,67,28,38,34,61,48,46,25,54,55,44,39,11,10,15,24
"SHC4",26,46,42,27,10,33,23,41,34,27,18,39,45,32,27,8,6,10,23
"DOCK9",49,69,68,44,22,37,29,54,46,41,23,53,43,38,33,10,11,13,23
"ORC6",37,65,59,46,15,31,31,51,39,32,28,51,45,38,30,10,9,12,31
"COMP",21,39,44,32,16,26,23,48,32,27,19,45,30,19,25,19,15,14,45
"CD47",61,84,111,50,19,70,56,104,75,59,39,94,76,52,50,25,32,48,53
"DSP",150,239,301,55,32,35,28,76,104,25,86,40,103,68,26,8,14,12,24
"STMN1",51,83,108,46,13,50,32,69,51,39,30,44,48,34,40,12,12,29,22
"C5AR1",40,53,52,34,14,34,27,52,39,32,21,40,42,28,38,11,11,16,22
"DPP4",26,47,63,23,13,35,24,54,38,25,17,37,39,28,30,12,12,13,24
"PIK3R2",45,68,79,60,22,44,24,49,36,45,36,55,46,31,37,17,15,23,40
"MS4A1",28,50,52,23,12,36,29,45,34,27,18,47,40,27,32,13,8,18,33
"IRAK3",36,54,70,25,11,44,34,41,39,27,15,39,49,38,32,9,11,17,30
"IL11",29,41,34,23,13,22,23,38,27,19,17,40,38,24,24,5,6,12,16
"PYCR1",49,79,84,41,16,36,20,45,32,55,81,65,40,30,62,9,8,17,25
"FUT5",25,37,33,21,15,39,21,44,38,30,16,41,35,37,23,9,8,15,23
"FLT3LG",27,49,49,32,14,47,35,47,35,27,20,39,46,27,31,12,11,18,19
"NR3C1",38,59,71,34,19,49,36,51,52,42,29,58,84,52,48,17,20,28,43
"TRAT1",25,59,56,28,13,35,27,48,43,27,17,45,45,32,31,12,6,14,21
"ITGA7",23,41,52,20,14,49,38,41,31,28,19,39,33,24,28,5,4,8,20
"SMAD9",34,54,60,28,16,40,30,48,42,30,20,44,40,25,32,6,6,10,23
"LFNG",29,44,49,29,14,35,31,39,32,24,22,37,72,56,28,12,10,20,23
"HLA-DOB",34,53,52,32,15,43,31,49,42,28,18,50,51,32,27,10,13,17,29
"PASD1",28,55,52,28,12,38,32,52,34,28,21,43,45,30,29,8,7,11,26
"IFNA8",29,41,51,26,9,37,21,30,27,22,14,44,32,28,22,4,3,6,20
"RUNX3",30,59,49,33,16,46,33,44,37,29,20,39,40,33,31,11,10,19,28
"NOTCH1",55,94,115,58,21,76,53,85,60,55,60,72,81,39,104,11,11,30,27
"FAP",37,72,55,40,15,50,39,50,40,31,68,47,135,103,100,41,45,59,77
"BLM",26,44,43,23,14,33,21,40,30,24,19,33,34,27,28,7,6,11,26
"ALK",24,45,46,24,7,33,27,39,29,23,13,33,42,24,21,5,7,11,18
"GIMAP6",30,47,53,22,15,46,43,44,36,31,20,40,46,34,35,16,11,32,35
"MKI67",31,52,74,65,16,53,39,53,45,43,36,43,40,27,43,12,7,20,28
"OPN3",33,62,55,38,21,39,29,54,42,31,26,43,52,37,36,12,11,17,29
"MAGEB2",29,49,45,26,15,31,30,44,33,28,17,41,44,36,31,8,8,11,30
"IL13",21,44,43,24,9,30,23,36,28,24,12,32,36,24,25,6,5,13,18
"PF4",21,37,33,21,9,32,23,35,27,18,17,29,31,22,22,4,5,8,19
"SF3B1",136,174,232,161,87,118,86,136,139,120,131,147,106,78,93,32,36,63,65
"SPANXB1",21,47,50,25,12,29,26,44,29,23,27,37,25,44,16,7,4,18,47
"NPM1",56,87,136,83,24,65,60,88,82,50,30,60,71,41,62,18,16,30,42
"SGK1",119,100,99,43,26,60,34,89,57,80,75,90,125,96,68,79,80,106,70
"CYBB",40,52,68,28,13,65,51,54,40,41,29,54,120,74,57,28,30,58,42
"FGFR2",32,45,45,36,15,34,35,43,35,30,19,51,43,29,35,10,7,14,22
"PRR5",42,70,115,33,16,31,28,42,32,32,20,41,40,27,31,6,5,10,19
"MAPK1",48,89,97,48,24,44,36,57,47,45,46,66,63,43,42,14,16,25,26
"PRKX",29,50,58,23,16,31,26,41,33,28,18,33,35,25,28,7,9,12,26
"TACSTD2",28,49,47,27,14,32,33,47,31,28,20,48,57,33,28,8,7,10,24
"ANGPT2",28,52,65,24,21,38,34,50,39,28,25,49,47,33,50,8,7,11,20
"NT5E",34,53,61,32,17,37,26,56,39,105,48,73,79,64,60,12,14,19,33
"IDO1",27,49,53,34,15,39,38,45,34,22,19,42,37,39,26,9,10,20,26
"MS4A4A",32,47,62,26,11,48,46,37,37,34,21,50,50,37,38,11,14,15,25
"BRD4",108,165,194,126,59,109,74,117,104,124,119,131,91,65,71,28,38,56,42
"CD164",108,168,191,139,53,107,74,125,102,144,96,146,97,72,79,36,27,53,55
"COL27A1",51,80,86,47,23,73,55,70,43,54,47,62,52,34,50,10,11,16,25
"GNAS",345,493,666,460,144,303,187,357,321,228,288,244,330,222,325,95,94,163,167
"TANK",43,65,85,45,22,61,48,66,58,57,44,67,56,46,47,16,12,26,32
"NCAM1",71,128,66,171,67,34,26,50,50,28,21,43,38,26,31,7,7,11,22
"HSD11B1",29,52,45,27,14,33,31,45,32,21,18,37,41,29,27,7,5,13,26
"MS4A2",27,42,44,24,13,32,23,39,34,23,19,46,36,26,24,8,7,11,32
"IKBKE",28,51,52,33,13,36,26,44,38,28,19,43,46,34,34,10,9,17,24
"MST1R",31,57,48,22,15,33,25,46,32,38,36,62,47,38,30,8,6,14,18
"PTEN",65,90,111,51,27,85,56,74,59,87,60,102,82,60,52,22,21,29,58
"GNAQ",34,63,64,32,18,38,28,53,41,38,36,56,56,28,28,11,10,15,23
"LRP1",329,483,443,323,226,152,96,168,132,256,308,301,145,87,158,103,90,134,188
"CARD11",33,56,70,47,19,38,30,80,64,40,52,62,48,34,30,12,12,24,33
"CXCL2",26,44,43,34,17,38,30,55,41,30,27,51,40,29,29,17,12,24,32
"CUL1",46,69,88,37,14,46,36,67,64,59,58,75,56,39,46,13,17,32,35
"HMGN5",26,51,58,33,17,32,24,45,37,25,21,43,41,29,28,10,6,13,25
"PGR",21,43,40,22,12,36,26,39,35,27,18,39,39,28,27,6,6,12,22
"PLAU",39,76,69,62,25,50,35,69,44,42,27,45,136,102,78,56,25,41,33
"CXCL5",27,37,38,24,12,33,22,38,35,15,10,27,29,27,25,8,6,8,22
"PAX5",29,59,58,28,15,35,30,48,33,29,19,42,42,31,32,9,8,14,28
"SELL",34,61,63,36,19,50,41,59,46,32,23,48,51,41,34,14,14,22,31
"CD3G",30,63,58,33,14,45,34,44,44,34,22,48,57,34,32,8,9,15,21
"TNR",23,45,48,26,13,31,29,44,32,25,20,39,38,31,28,8,9,11,24
"DLL4",26,52,55,26,15,33,30,42,33,30,18,44,40,30,41,9,6,11,21
"CLEC4A",31,50,54,29,17,39,30,46,34,26,21,46,55,31,29,12,9,16,30
"DGLUCY",43,71,95,27,15,36,31,47,41,38,31,53,48,33,38,13,14,21,21
"IL32",30,54,47,36,12,92,71,65,38,36,30,46,73,70,77,43,39,94,55
"FGF3",27,45,48,29,14,33,26,37,27,26,16,43,36,26,24,8,9,9,25
"FGF6",37,55,55,32,13,36,31,47,42,26,22,45,42,34,30,7,10,13,34
"MYCT1",37,54,58,28,18,47,35,51,47,31,26,50,58,32,42,14,14,23,50
"RRM2",43,59,76,64,17,47,35,65,40,44,38,46,45,34,53,16,9,19,26
"COL4A6",22,46,41,25,12,28,21,30,32,28,19,37,36,30,21,6,8,12,22
"PLA2G2A",39,129,85,26,12,40,28,82,36,37,118,43,41,37,37,11,8,16,43
"RPL7A",591,779,1343,346,152,352,244,876,498,840,797,1103,474,265,362,117,141,255,176
"NDUFB1",66,99,156,64,24,59,47,71,53,76,63,93,78,58,52,17,16,28,33
"GUSB",34,62,57,34,21,44,29,48,34,38,25,47,46,38,38,11,11,19,23
"RSAD2",38,60,53,33,17,36,29,50,80,36,26,43,49,42,32,13,12,25,35
"IFI16",49,84,122,38,27,75,48,69,75,31,25,40,38,36,34,15,18,18,37
"MFNG",31,68,60,42,21,46,29,58,44,33,25,56,55,40,37,10,14,18,23
"RIPK2",37,55,61,40,15,48,38,46,49,36,28,46,44,34,31,12,9,19,21
"S100A8",31,46,51,30,14,50,36,47,47,30,23,47,131,64,46,9,6,22,23
"L1CAM",23,48,41,34,16,28,21,44,33,25,26,32,34,22,22,6,5,9,16
"WNT10A",25,50,52,50,14,39,29,46,48,29,24,40,38,28,29,11,11,16,25
"CACNA1D",29,45,42,31,21,32,27,36,30,21,14,32,34,22,25,7,8,9,22
"ATP2A2",109,165,216,153,50,107,70,122,117,130,124,150,86,61,84,26,20,47,56
"CXCR5",22,36,35,23,13,28,21,36,27,23,17,31,32,20,23,7,5,10,21
"NDUFS8",63,102,145,90,29,58,43,85,63,92,85,108,94,64,58,17,18,34,48
"OAS1",38,60,68,30,15,42,34,58,83,29,20,56,69,72,33,13,14,23,31
"BMP4",43,62,87,63,24,36,28,95,69,29,42,47,44,41,27,14,16,15,40
"RELB",24,54,65,47,18,48,36,71,55,42,31,51,43,42,38,13,9,24,29
"KITLG",27,37,43,21,13,23,18,32,27,20,12,29,26,20,23,6,3,6,18
"APOM",22,41,36,22,11,26,19,37,27,18,14,26,32,24,21,6,5,11,15
"EDN1",31,41,38,25,13,33,26,42,32,21,17,34,33,23,31,7,7,10,21
"IL10",21,41,40,22,12,29,22,38,29,20,15,36,29,20,22,5,7,12,23
"MICB",36,59,61,36,16,43,29,44,40,29,19,44,50,31,27,10,6,14,23
"TNFRSF13C",29,45,37,32,15,46,22,44,36,24,15,45,41,30,26,7,7,8,17
"PHGDH",54,89,101,85,21,39,36,71,59,33,47,45,53,43,44,9,6,8,27
"MAP2K2",81,129,166,96,46,90,55,101,80,103,107,134,110,66,69,23,28,51,48
"WNT7B",27,42,54,32,14,31,20,37,29,18,18,28,36,21,21,6,6,7,16
"KYAT1",25,40,45,25,7,35,24,39,32,25,17,40,35,29,25,7,8,9,20
"RASAL1",23,46,47,25,10,35,28,43,35,24,21,46,38,27,28,5,6,9,21
"GSK3B",48,79,89,59,24,53,43,64,53,45,42,68,50,43,37,12,12,22,32
"TNFSF13B",77,109,204,26,15,41,46,51,33,27,18,41,49,29,27,15,12,24,24
"SH2D1A",30,50,53,29,17,38,29,49,34,28,20,43,45,31,27,11,6,20,21
"NBN",46,78,93,38,17,56,41,65,57,47,38,62,53,36,38,11,11,19,28
"CCL23",26,48,42,24,11,32,21,35,30,23,15,27,37,22,20,10,4,8,18
"SOCS1",35,55,63,56,18,70,40,45,29,23,20,33,49,28,28,11,10,14,23
"PLA2G4F",24,46,49,23,13,28,25,44,40,27,18,39,36,30,29,8,6,11,19
"CD96",25,49,55,28,15,36,27,45,32,26,24,44,34,37,26,8,8,19,23
"MAD2L2",38,66,70,38,16,43,34,55,38,36,27,46,50,39,34,10,7,15,27
"CD55",44,68,68,41,25,47,36,68,58,30,42,48,102,69,38,17,17,21,24
"ACVR1C",27,52,50,31,14,37,19,47,35,28,19,43,39,31,27,7,7,13,23
"MMP9",25,53,50,124,21,29,24,44,35,27,56,46,61,37,96,6,8,14,24
"GZMM",28,45,52,33,14,44,30,43,38,31,24,52,44,36,26,6,12,9,16
"FLG",25,48,44,27,10,32,27,47,40,23,15,37,40,26,28,5,6,9,14
"RPA3",22,40,41,23,10,28,24,38,35,20,19,38,40,23,20,11,7,11,22
"MAP3K13",34,55,54,30,18,32,29,48,38,27,20,41,50,31,31,7,7,12,27
"CD247",30,53,50,24,11,42,31,44,36,24,17,39,35,25,24,10,8,19,17
"TLR7",37,49,56,26,16,43,36,47,39,25,21,42,48,38,29,14,15,26,35
"MDC1",39,66,73,49,25,37,34,47,41,39,34,46,42,31,31,10,11,15,23
"NFKBIZ",37,69,67,37,24,42,31,55,47,73,111,102,52,47,56,38,31,44,55
"TLR5",30,57,54,31,14,37,26,50,36,26,26,40,45,34,29,12,12,15,23
"TPR",63,96,132,91,45,79,50,114,98,48,46,61,57,38,44,14,14,25,34
"MX1",57,95,72,37,17,38,30,78,171,40,26,50,58,86,46,18,18,20,36
"OAS2",36,50,52,32,15,42,35,50,77,25,22,48,54,53,38,16,14,24,41
"TCF3",51,90,107,45,28,63,38,74,57,44,52,67,53,43,38,12,12,23,33
"WNT5A",34,56,55,45,18,31,26,42,30,25,22,42,49,31,50,8,5,9,20
"CD79A",26,58,48,28,12,39,29,43,31,28,19,50,42,31,28,12,9,16,25
"HSPA1A",97,141,230,612,331,70,57,110,109,153,84,192,81,60,115,35,38,51,74
"TBP",41,66,75,49,23,42,37,57,49,43,40,61,55,36,42,10,9,18,26
"CDK2",39,59,69,36,17,44,33,58,49,36,41,54,50,33,33,13,10,16,31
"IL33",29,52,46,26,11,80,61,41,34,22,18,41,41,31,36,7,6,12,21
"PRKAR2B",31,57,61,29,13,35,27,46,38,25,23,37,41,29,26,8,7,10,22
"PPP2R1A",87,129,184,100,34,69,46,98,80,109,98,105,77,60,70,21,22,39,42
"NDUFB8",45,87,86,50,21,65,44,64,61,67,56,87,75,53,50,15,13,25,37
"RAD21",163,178,265,77,26,107,55,131,131,98,93,107,84,54,56,31,34,49,56
"TPSAB1/B2",25,49,47,27,12,31,30,45,33,29,38,51,49,24,26,10,6,14,21
"TMEM163",38,53,65,32,14,35,30,53,43,25,21,51,48,37,35,9,6,17,23
"ITGB6",27,48,52,116,43,30,28,46,32,26,19,43,43,30,26,9,7,10,18
"TIAM1",54,91,82,31,16,43,33,47,37,28,16,43,45,34,30,12,10,16,29
"HLA-A",629,872,1319,499,156,402,306,364,258,471,416,540,508,455,707,266,234,501,241
"SRD5A2",26,50,49,26,13,33,23,48,34,28,21,40,39,28,29,7,8,10,24
"AKT2",72,113,128,74,44,82,49,89,66,59,70,90,69,41,51,19,19,32,46
"RAC2",29,52,48,31,14,56,44,54,37,34,19,43,97,54,45,15,17,36,26
"TSLP",29,56,53,29,19,40,31,49,34,26,25,46,44,32,29,5,4,14,28
"MDM2",70,92,117,51,22,94,57,128,80,114,91,105,85,74,45,18,19,27,53
"NGFR",50,70,83,216,24,61,39,61,47,40,21,54,58,39,39,10,8,15,40
"GAS1",63,92,151,37,20,41,30,109,67,145,24,201,41,26,36,33,29,46,55
"BMP5",27,44,43,27,12,35,29,41,36,23,17,37,34,25,28,10,11,13,33
"ETS1",26,55,62,35,17,75,49,52,38,39,43,54,66,41,60,22,20,34,28
"C1QBP",63,106,143,46,17,63,45,90,61,66,55,73,59,48,57,17,16,28,31
"IL12RB2",21,32,36,18,9,25,18,34,25,23,14,32,33,22,24,8,4,11,20
"PTCRA",30,55,56,34,15,48,37,54,49,31,24,56,54,29,29,11,11,20,46
"API5",67,104,140,68,29,67,50,102,82,71,70,99,70,53,51,16,21,31,41
"EP300",50,74,84,53,23,52,29,55,42,48,37,60,59,37,37,11,12,18,25
"WNT7A",26,47,44,24,12,34,27,37,34,22,18,36,37,31,23,8,8,8,23
"CYFIP2",26,51,50,34,14,38,29,46,35,23,14,29,41,25,21,8,9,16,21
"TAPBP",56,84,115,72,27,73,53,94,76,74,56,80,71,71,53,22,21,40,41
"IL23R",28,45,47,27,11,32,25,42,29,22,17,37,36,27,24,6,6,7,18
"RPS27A",264,384,608,245,137,204,128,317,245,262,238,343,227,155,150,66,68,116,135
"MCM7",52,83,128,46,17,49,41,75,51,68,68,73,55,47,45,12,11,24,33
"CD79B",24,45,52,24,14,30,28,35,33,26,16,47,41,24,32,7,7,13,22
"C7",30,44,64,27,11,485,298,42,32,90,15,73,68,33,27,10,6,14,67
"BRCA2",28,50,54,28,11,29,30,45,30,25,21,42,34,29,27,8,10,13,24
"NOD2",30,53,48,30,13,36,28,46,40,25,22,42,55,34,30,12,10,19,24
"GLUD1",28,56,57,28,16,42,32,51,44,37,29,53,44,39,42,12,12,16,36
"ECSIT",29,60,54,32,13,40,28,48,39,27,24,44,47,29,29,11,12,18,34
"CCND3",37,57,73,33,15,42,28,62,50,41,31,66,85,56,37,11,14,28,32
"FZD4",59,86,105,36,14,84,60,64,46,29,31,45,44,34,34,7,10,12,26
"SMAD4",66,93,141,26,14,67,48,80,79,44,41,58,52,42,45,18,17,28,37
"KAT2B",29,48,50,30,13,29,24,41,28,22,24,34,34,18,22,8,10,16,21
"ITGB8",38,54,70,38,15,38,31,59,41,19,17,35,47,36,28,10,8,9,30
"RAB7A",93,132,199,150,50,134,88,149,141,123,125,162,135,94,104,43,40,71,82
"CTLA4",21,42,38,25,12,36,28,44,34,20,20,37,41,23,25,11,4,13,22
"CXCL16",52,59,91,40,22,42,36,46,37,32,27,45,53,35,39,18,24,35,31
"CD27",28,49,43,28,13,47,31,45,32,27,20,44,46,25,25,11,13,27,25
"C4BPA",24,44,45,30,12,28,20,43,35,19,15,30,36,22,27,6,6,13,25
"USP9Y",45,65,80,56,25,25,24,41,31,31,26,54,46,29,31,8,7,12,22
"AKT3",28,43,51,35,13,49,38,48,37,49,50,64,54,35,29,11,12,17,30
"H3C2",91,90,214,104,16,122,79,138,90,61,72,48,74,60,82,27,13,38,34
"BAG1",26,49,50,27,15,34,31,48,38,28,25,47,37,31,22,7,8,13,27
"TNFRSF10A",35,53,49,28,12,37,28,49,34,27,23,40,54,36,37,9,9,15,21
"MAPK12",40,63,69,43,20,35,29,46,33,47,38,50,40,32,33,10,9,13,24
"AXL",34,65,58,70,40,48,38,55,60,157,84,142,74,61,51,34,36,54,52
"C3AR1",29,45,59,25,19,41,27,43,37,33,25,42,43,33,38,20,16,24,33
"ICOSLG",41,78,69,36,22,36,31,58,49,26,17,41,42,28,25,9,10,14,29
"RAD51",31,56,52,32,10,41,30,49,42,35,29,46,46,29,34,8,8,15,24
"IL13RA1",52,87,114,56,30,55,37,72,50,47,46,67,76,50,51,17,18,33,34
"BCL2",34,49,64,38,15,44,35,52,40,28,25,50,43,32,35,13,14,23,39
"LTK",24,43,47,21,12,31,22,40,29,23,18,34,36,27,26,10,6,9,17
"SOX2",25,44,42,26,13,36,26,38,28,22,15,36,30,24,25,8,8,14,29
"LRP2",46,54,103,26,12,29,22,47,36,24,14,39,32,26,27,6,5,9,21
"ITGB7",23,41,42,28,14,48,29,42,38,25,19,33,41,29,26,9,7,18,22
"PARP9",56,107,129,47,22,67,42,73,74,58,45,76,70,71,45,24,21,36,40
"P4HA1",128,221,116,185,80,87,64,171,170,65,89,89,83,66,136,24,18,32,47
"NTHL1",33,56,45,29,16,30,28,43,34,21,15,44,43,31,29,6,4,10,21
"DAB2",48,72,101,50,28,63,57,60,56,80,83,95,77,57,67,25,26,32,42
"POU2F2",22,44,42,24,15,36,26,42,30,23,24,40,36,34,29,10,11,17,21
"ICAM2",21,37,44,24,8,39,29,41,28,25,19,38,36,26,38,9,8,18,25
"NDUFB7",148,218,313,194,77,192,123,278,197,180,169,243,175,147,134,60,59,99,132
"IL6R",30,43,54,29,16,36,28,43,32,22,20,38,40,29,24,8,10,14,18
"KRT5",97,342,266,87,26,40,27,75,78,38,53,45,38,23,28,14,10,16,61
"POLR2H",44,76,82,55,25,40,25,61,49,54,44,63,46,37,38,11,9,18,29
"MAPK11",42,77,66,29,15,37,30,53,34,30,23,49,52,36,42,9,7,12,24
"NFKB1",36,66,77,46,17,55,44,70,48,47,39,70,58,44,36,13,11,26,28
"NCOR1",60,88,115,44,21,67,41,80,55,45,44,64,58,49,37,13,16,27,32
"HDAC10",40,73,76,34,18,40,27,44,36,29,24,46,52,36,37,9,9,12,18
"PTGDR2",25,52,50,25,13,34,27,42,35,28,19,43,44,29,23,7,3,9,21
"LILRB4",31,48,59,32,19,40,40,47,36,24,19,43,54,32,36,21,28,49,31
"CALML6",25,44,43,27,10,29,22,32,30,25,20,34,38,26,30,7,7,12,19
"PSMB5",57,103,129,108,36,45,32,59,46,64,64,74,59,44,70,14,10,19,36
"EFNA2",28,50,51,21,12,35,28,41,37,26,25,37,34,31,26,8,7,11,24
"IL15",28,55,47,23,9,35,32,48,31,26,19,31,33,27,30,10,9,15,25
"PGPEP1",27,49,51,31,18,39,32,38,31,26,18,38,47,34,30,10,7,17,26
"IL2RA",35,55,57,31,10,42,32,47,38,35,23,49,69,41,33,9,10,15,29
"E2F3",32,62,63,50,18,35,32,42,40,44,40,52,41,31,34,11,12,18,23
"SERPINB2",24,47,50,25,14,27,23,32,30,26,20,38,42,25,78,8,8,10,22
"SLC16A2",44,70,63,36,21,44,33,43,38,29,27,48,43,32,40,11,7,15,32
"GRB2",65,87,128,78,24,70,59,82,63,67,62,87,90,51,67,20,22,52,34
"ZEB1",42,63,64,40,24,48,27,55,52,53,32,70,56,37,45,13,11,19,35
"BCAT1",41,80,70,205,63,58,47,155,167,38,93,55,48,43,100,36,39,43,67
"TBX21",29,47,52,27,13,35,32,45,35,27,21,37,42,29,33,10,6,10,18
"MAP2K6",31,58,57,33,16,39,31,53,42,35,20,53,55,31,32,12,11,16,28
"ANP32B",97,126,211,79,35,110,73,191,130,112,119,147,85,53,65,22,22,40,64
"IL12B",26,42,41,24,12,31,28,42,34,23,16,33,34,26,25,4,6,11,20
"FOXA1",31,54,59,26,14,28,25,40,34,24,16,41,37,30,23,4,7,10,19
"IL17F",28,56,57,32,14,36,26,53,40,28,20,43,45,33,30,9,7,13,23
"MAP2K4",42,75,82,37,20,45,36,54,44,35,25,57,55,39,27,9,9,19,27
"RRAS2",36,63,72,42,18,36,29,61,48,48,35,61,44,25,32,9,6,15,20
"VEGFA",278,649,103,165,523,60,36,130,139,62,66,65,60,61,256,14,12,19,22
"CD207",31,54,51,38,15,35,30,49,39,27,22,44,49,33,25,8,8,11,31
"DKK1",29,44,52,26,12,39,29,58,38,134,43,69,45,31,33,10,11,14,30
"PTTG2",23,56,39,32,18,35,34,45,31,23,21,56,48,25,26,6,8,11,22
"ENO1",56,119,90,63,27,36,34,56,48,31,29,50,47,38,40,12,10,18,38
"FLNA",373,642,644,641,153,267,164,286,217,394,597,275,287,206,345,128,111,179,181
"CACNA1E",27,46,44,27,14,31,24,42,41,24,18,40,38,26,30,9,6,8,21
"ANGPT1",19,40,44,24,11,29,21,34,34,18,14,35,37,30,19,7,6,10,19
"ATR",42,65,74,29,16,44,34,48,43,49,41,69,39,33,34,9,12,23,28
"FOS",139,121,118,103,38,48,38,52,46,176,58,137,64,39,35,109,75,119,79
"TPM1",130,188,228,125,33,188,124,201,142,133,604,107,273,192,291,154,109,163,112
"KDM6A",54,78,95,55,17,40,31,58,50,33,25,43,39,25,25,8,9,15,33
"STK11IP",35,47,54,34,17,45,32,51,47,36,26,53,42,30,32,14,11,18,33
"PRKCG",29,50,54,30,14,37,29,43,32,27,20,40,44,27,24,8,6,11,26
"HLA-DQA2",26,39,41,24,10,41,32,43,38,25,15,42,40,30,25,11,12,23,21
"SOCS2",24,49,45,24,14,32,26,39,32,25,18,35,40,26,24,8,5,12,19
"RPS6",596,818,1408,333,197,252,165,383,277,769,684,1013,477,251,301,98,104,231,161
"HDAC3",55,78,101,49,19,47,34,58,51,43,30,56,55,37,40,11,11,21,32
"MBNL1",79,131,137,57,22,75,52,93,79,79,66,108,101,58,44,25,21,32,47
"GLI3",34,56,59,52,28,47,41,52,36,36,27,53,49,34,36,13,13,24,41
"CEP55",24,45,39,24,12,28,27,42,39,29,25,35,36,22,29,8,10,14,23
"TWIST2",28,54,46,27,13,36,26,39,34,30,16,45,39,31,27,7,5,12,15
"BTK",27,48,44,23,15,33,27,40,29,26,19,40,42,29,29,11,11,13,23
"PMAIP1",34,57,69,34,17,36,29,47,38,32,23,50,60,47,35,12,11,15,23
"HOXA10",25,52,49,32,14,35,28,41,31,28,18,43,40,30,25,8,5,11,19
"TPO",29,52,52,27,15,31,27,41,34,28,22,45,37,28,28,10,7,9,24
"C1S",437,814,1047,417,175,532,312,558,420,338,383,648,105,104,114,128,106,188,231
"ITGA3",80,158,203,174,66,31,31,240,161,283,312,280,309,257,93,29,38,34,43
"TAP1",54,91,109,68,27,86,61,80,55,52,48,63,75,71,48,36,28,75,42
"HDAC6",44,83,79,65,22,44,31,52,49,40,35,59,57,34,40,12,9,14,32
"IRF8",49,67,92,28,15,67,55,53,34,36,22,49,83,46,41,16,24,41,41
"JAG1",50,162,92,33,18,145,100,50,46,48,188,60,80,70,69,11,12,17,26
"CNOT2",50,90,100,53,21,63,49,81,69,47,50,72,63,42,42,17,14,23,31
"HLA-DRB3",96,69,133,70,33,75,68,66,43,69,53,69,109,89,54,97,110,202,96
"AR",38,48,52,26,16,36,27,42,39,30,16,44,37,25,26,7,8,13,19
"TNFSF8",28,48,50,32,15,44,31,45,46,25,19,44,38,33,29,6,5,14,27
"STK11",45,69,103,36,14,47,29,70,47,66,51,72,54,44,43,15,16,22,31
"TMPRSS2",29,53,56,26,14,34,27,42,34,31,13,43,45,28,29,5,7,9,23
"PDGFA",47,84,139,121,54,59,41,78,59,60,77,74,56,48,70,13,9,19,35
"LRRN3",21,48,44,21,12,26,25,42,29,28,20,37,35,27,30,5,7,8,19
"PALMD",34,57,60,27,17,33,27,39,34,31,22,54,41,33,32,12,7,15,30
"FBXW7",31,55,55,28,13,44,30,61,43,46,38,57,49,38,33,9,7,15,26
"CCNA2",29,42,44,28,11,39,25,44,42,32,34,36,31,25,33,9,10,15,28
"HPGD",24,39,52,26,13,33,28,47,39,27,21,45,38,29,23,8,6,8,21
"MAPK8",39,72,63,36,17,53,34,61,55,36,24,54,65,36,36,9,7,17,21
"LAIR1",33,46,57,26,17,42,39,40,35,29,27,41,67,34,35,15,18,36,31
"ESR2",27,55,55,28,16,31,24,41,33,19,20,43,49,31,27,9,7,11,27
"DACH2",28,41,37,25,10,26,19,36,26,21,15,37,34,25,24,6,7,7,17
"CSF3",28,51,37,27,13,30,24,37,35,23,12,35,38,29,23,4,7,11,15
"RAC1",99,146,216,136,53,116,77,153,113,112,111,141,105,79,77,29,33,53,53
"TMUB2",38,62,68,42,19,45,38,60,42,33,30,54,51,35,38,10,10,18,26
"FAM124B",37,52,52,35,15,41,33,51,40,25,19,41,50,33,31,10,9,14,24
"CMA1",30,45,39,28,14,25,23,37,35,18,20,40,35,27,22,5,5,11,17
"APLNR",27,44,44,24,11,64,35,44,34,24,19,38,53,29,40,5,6,12,20
"PDGFD",35,54,77,33,18,38,28,49,36,28,17,44,42,27,26,9,10,14,18
"TGFB3",551,788,889,95,37,42,35,83,92,51,112,91,126,43,55,11,9,18,32
"CCL20",27,43,43,21,11,30,25,35,34,21,18,35,40,35,26,5,10,11,17
